,user_review
88,"After 8 instalments and a spinoff, we should know the drill. At the top of the list is: family. F9 is heavy with the back story. The backbone is the familiar Boromir/Faramir complex, except that this Faramir is a bad guy, at least to start with. John Cena plays Dom's younger brother Jakob. Flashbacks with Vinnie Bennett and Finn Cole playing the brothers have enough screen time to have these two young stars lay claim on having a mini movie themselves.Another thing is that there are enough resurrections in the F&F series to give it legitimate claim to be an Easter movie. The most shattering was of course Letty. This time, it is Han. There is really no point in dwelling on the plot twists. He looks older and gloomy, understandably, after losing Gisele. Unfortunately, she is unlikely to be brought back to life. Don't think the budget can afford Gal Gadot anymore. The saddest thing is of course, in real life, the loss of Paul Walker. Can't believe it has already been nearly a decade.Yet another thing is the stars. The two Oscar best actresses are still here, more than just a cameo and less than a role of any substance. Charlize's scenes are spread out while Helen Mirren's are clustered in the middle. Hobbs and Shaw (Dwayne Johnson, Jason Statham), however, have found greener pasture in their own spin off, for which I can hardly wait for the sequel, for Vanessa Kirby if not for the two of them. Kurt Russell, as ""Mr. Nobody"", is still around, if you are his fan.At the end of the day, it's those who still survive (Letty, Mia, Roman, Tej) plus, here to stay, Ramsey, played by lovely Nathalie Emmanuel, proving that there is life after Missandei. The plots may get half-baked, the action may get tedious, the gimmicks may get ludicrous (driving a CAR in space!), but I'll continue watching the F&F franchise, for the family."
89,"As Tej (played by Ludacris) says in the movie: ""as long as we obey the laws of physics, then we'll be fine, okay?""Yeah, that concept is right out the window in this movie. Literally. But hey, at least this 2021 movie titled ""F9"" made for some really good laughs.Granted, I wasn't expecting a whole lot from director Justin Lin's movie here, as the franchise has been one steady downhill ride since after the first movie. And with each movie things become more and more outrageous and out of hand. In fact, by now the movie franchise ought to be renamed into ""The Outrageous and Ludicrous"".Still, I had the opportunity to watch ""F9"", and so I did, as I hadn't already seen it. And yeah, ""F9"" was as laughable as I had anticipated it.Actually, Cipher (played by Charlize Theron) actually summarized how I was feeling throughout the entire movie here, with one single line that she uttered in the movie; ""you got to be kidding me.""Visually then ""F9"" was good. Yeah, I will say that much, because the visuals definitely are top notch and help carry the movie, as basically everything else in the movie wasn't doing much for the movie.And yeah, they had a very impressive cast ensemble for ""F9"", I will admit that much. What does amaze me, however, is that people on the cast list don't stop up and go ""really?"" when they read the script. But I guess, a dollar is a dollar, huh?If you sit down to watch ""F9"", you have to put aside anything called laws of physics and realism. Because all those concepts are non-existing in this movie. And the abundance of things that was downright laughable and outrageous in ""F9"" is countless, but at least they provided me with a heap of laughs. Yeah, I couldn't help laugh throughout the majority of this movie, because it was just so bad.""F9"" is a watchable movie, but it is essentially just another testimony to why the ""Fast and Furious"" franchise should have stopped after ""Fast and Furious: Tokyo Drift"".I am rating ""F9"" a very bland and mediocre five out of ten stars. This is a movie that left no impressions on me, and it is one that will just quietly fade into oblivion, given its ludicrous over-the-top lack of respect for laws of physics, gravity and realism."
90,"This hardly qualifies as a film. It's basically porn with some random cringey lines and scenes stringed together. The actors can hardly even be called that and the direction is below amateur. The film essentially romanticizes kidnapping and rape too, and for that it should be ashamed. This is truly the bottom of the barrel for 2020."
91,"Success on Netflix, film '365 DNI' is not a novel: it's abuse made upAmong the most popular on the platform, Polish film bets on unhealthy and abusive relationship to win fans of erotic productions
With the sun high in the Sicilian blue sky, a heartthrob with a millimeter-sculpted body jumps into the crystalline waters of the Mediterranean Sea to save his beloved, who fell from the bow of a luxurious boat. Back in the safety of the vessel, the lovebirds celebrate the rescue by splurging on sex - intense and nothing prudish, the sequence unfolds in every room. The scene is 365 DNI, a Polish film, adapted from the book of the same name by Blanka Lipinska, which emerged in the first place in the ranking of most popular Netflix in Brazil this week. Conservatism aside, the feature would, in theory, integrate the field of erotic novels, were it not for the fact that it is not a romance at all - or at least it should not be considered as such given the fact that Laura, the beautiful Polish woman saved from drowning by Massimo was actually kidnapped by him.Whoever escapes the film, clarifies that kidnapping here is not an exaggeration or figure of speech. Massimo Torricelli, played by the undeniably beautiful Michele Morrone, is the leader of an influential family in the Italian mafia that, since losing his murdered father, dreams of the image of Laura Biel, lived with merits by the Polish Anna Maria Sieklucka, who leaves nothing to be desired by the ""romantic"" couple in terms of beauty. Driven by an unhealthy obsession, the mobster travels around the world looking for him, and when he finally finds it, he decides that the best way to win his love is by using narcotics to dope her and lock her up at home. Upon waking up in a bed as luxurious as it is unknown, Laura tries to escape, but is stopped by the kidnapper, who imposes a proposal on her (if you can call it that, since he doesn't give her any other option): she has 365 days to fall in love with him, if at the end of this time nothing changes, you can leave.Were it not for the protagonist's admirable physical attributes, the mansion that serves as captivity or the millions in clothing for the prisoner - who, against his will, becomes a luxury escort at mafia parties, it is hard to imagine that anyone would see romance in history. But with the glamor included in the package, part of the audience seems to regard it as a modern fairy tale - a kind of contemporary Beauty and the Beast, which romanticizes kidnapping and an apparent Stockholm syndrome. On social media, there are those who go to the extreme of wanting to be kidnapped by a real-life Massimo, a real disservice in times when consent is deservedly so exalted and discussed, but not exactly a surprise.Let it be said the series You, launched in 2018 on Netflix and flour from the same bag. Played by Penn Badgley, the protagonist Joe Goldberg became a kind of cult prince for the audience. With good-looking features and a literary baggage worthy of admiration, Joe would be truly charming, were he not an obsessive psychopath who chases his muses and does everything to have them as lovers - including killing. The character's romanticization was so absurd that Badgley was forced to make it clear on social media that Joe is a murderer, and that the point of the series is not to make anyone want to be kidnapped, but to see madness beyond a pretty face.The same cannot be said of 365 DNI, whose objective is, in fact, to make up the madness behind beautiful faces and paradisiacal landscapes. Below the minimum expected social responsibility, the film distorts any concept of consent. Massimo, several times, warns Laura that he will not do anything that she does not allow - except, of course, to keep her as a kind of property, with the right to violent actions and inappropriate touches, until she meets her sick desires. . If the kidnapping, by itself, is already problematic to make anything that follows unfeasible, there is still a scene in which he ties her to the armchair of his private jet, palpating her in inappropriate places with the clear intention of ""provoking her "". In another passage, Laura is immobilized on a bed straight out of Christian Gray's fetishes, in Fifty Shades of Gray, while being forced to watch another woman satisfy the kidnapper's sexual desires in order to show her what she is supposedly missing out on. be so resistant to giving yourself to the executioner.At this point, it was to be expected that scenes like these, which are so obvious they become caricatures, dispense with problematization. But given the frisson caused by the relationship on social networks, it is important to remember that drugging women, keeping them in captivity and touching them without their consent is not romantic, even when you own a sculptural body and millions in the bank . Ironically, who fulfills that role in the film is Laura's best friend, an expansive woman and portrayed caricatively as ""crazy"" who, although a losing vote, shows herself as close as the long dare to reach the voice of reason when stating that the friend is trapped in a golden cage, but still, she is a prisoner - symbolic phrase, whether she is with or without intention. In times when it is tried, at all costs, to educate women to recognize abuses, even if involved in apparent chivalry, it is symptomatic, and regrettable, that a film naturalizes in such a grotesque way everything that has been trying to fight. There is no romance in a kidnapping, and there is no beauty in the abuse, even though captivity is paradise island.Film seen on October 18, 2020."
92,"I became an official voter for the Razzies in 2020, not long before the world was devastated by the coronavirus pandemic, and with cinemas being closed, it meant that the nominations for the Golden Raspberry Awards would include digital platform releases. This Polish film was one listed in the suggested films to be nominated for the awards, it was surrounded by a high amount of negativity and controversy, including for it to be removed from Netflix, so I watched it as soon as possible. Basically, during a meeting between the Torricelli Sicilian Mafia crime family and black-market dealers, Massimo Torricelli (Razzie nominated Michele Morrone) sees a beautiful woman on a beach. Moments later, Massimo and his father (Gianni Parisi), leader of the Sicilian Mafia family, are both shot by the dealers; Massimo survives while his father dies. Five years later, Massimo is now the leader of the Torricelli crime family. He is often urging to fulfil his sexual pleasure and can only be satisfied by women he hires to perform oral sex and other acts with him. In Warsaw, Laura Biel (Razzie nominated Anna-Maria Sieklucka), a beautiful sales director working in a luxurious hotel, is unhappy in her relationship with her boyfriend Martin (Mateusz Lasowski), and longing for sexual pleasure herself. Laura celebrates her 29th birthday in Italy, but after Martin embarrasses her, she goes for a walk and runs into Massimo, who kidnaps her. Laura finds herself being held captive at Massimo's villa. He reveals that she is the woman he saw on the beach when he was injured. He has been thinking about and searching for her for five years. Massimo tells Laura that he intends to keep her as a prisoner for 365 days until she falls in love with him. He also promises her that he will not touch her without her consent, whilst simultaneously having his hands around her throat and touching her. When Laura tries to escape, he does not let her leave. With no choice but to stay with him, she accepts and takes of advantage of the luxurious lifestyle. As they spend time together, Laura teases him and then refuses to have sex with him. However, she slowly starts to get him to open up about his personal life. At a hotel in Rome, she teases him again. Massimo cuffs her to the bed and forces her to watch him as he receives oral sex from another woman. Afterward, she appears to want to give in. But he releases her and orders her to get dressed for a night out. At the club, Massimo is angered as Laura flaunts herself in front of him and his friends. When she begins to flirt with a man from the rival mafia family, the man gropes her against her will. Massimo and the others draw their weapons while Laura is taken out of the club. The following morning, she wakes on a yacht to see Massimo and his fellow mafioso, Mario (Bronislaw Wroclawski), arguing. During the night, a mafia war between the two families has ignited, after Massimo shot the man who groped Laura in his hand. Laura attempts to apologise, but Massimo blames her for the incident. As they argue, Laura falls from the side into the water. Massimo jumps in and saves her. When she awakens, he admits he was scared she might not make it and does not want to lose her. Laura finally gives into her feelings and sexual desires, gives Massimo oral sex, before the proceed to make love on the bed, and numerous times in numerous positions in other places on the yacht. After a long time being incarcerated, Massimo allows Laura to visit her family in Warsaw. He tells her he loves her and will join her after finishing up business. In Warsaw, Laura waits for Massimo for days with no contact. She reconnects with her friend Olga (Magdalena Lamparska) and they go clubbing. At the club, she runs into Martin, who says he has been looking. He wants to apologise and reconcile. He follows her back to her apartment, where Massimo is unexpectedly waiting. After Martin leaves, they have sex, during which Laura sees wounds on Massimo's body, wounds from the mafia war. She confesses to him that she loves him. The next morning, Laura is surprised when Massimo proposes, to which she accepts. However, she tells him she wants him to keep his ""occupation"" a secret from her parents. Back in Italy, Mario informs Massimo of rising tensions. Laura mentions feeling unwell but decides not to see a doctor. They discuss their upcoming wedding, she does want her family to know what Massimo does, so they are not allowed to attend. However, Massimo allows Laura to invite Olga as her bridesmaid. When Olga visits, Laura tells her she is pregnant. Olga urges her to tell Massimo about the pregnancy. Meanwhile, Mario receives a phone call from an informant that the rival mafia family has threatened to kill Laura. Laura and Olga are driving through the hills, and Laura's car enters a tunnel but does not come out the other side. Mario rushes to find Massimo just as Laura's call to him is cut off. Massimo breaks down, as it is implied Laura is dead, with police gathering at the entrance of the tunnel. Also starring Otar Saralidze as Domenico, Natasza Urbanska as Anna, Grazyna Szapolowska as Klara Biel, Laura's mother, and Tomasz Stockinger as Tomasz Biel, Laura's father. Morrone is good looking and Sieklucka is beautiful, there is only a little chemistry between them, the morality of the situation is concerning. The film has 0% rating on Rotten Tomatoes, it is listed in the IMDb Bottom 100 list, and there is a petition to have it removed from Netflix. This is due to its sexual violence, and that it apparently is ""glorifying Stockholm Syndrome and abuse"". There was the slightest part of me that went along with it, being so ridiculous (I can see the comparison to Fifty Shades of Grey), the softcore porn style sex scenes and violence certainly get your attention, and maybe some songs in the soundtrack, but otherwise it is a dark and daft ""love"" story, a silly and unconvincing erotic romantic drama. It won the Razzie for Worst Screenplay, and it was nominated for Worst Picture, Worst Director for Barbara Bialowas, and Worst Remake, Rip-Off or Sequel (rip-off of Fifty Shades of Grey). Adequate!"
93,"Laura, from Warsaw, and her boyfriend head to Sicily for a holiday. There she meets Massimo, the young leader of a local Mafia family. He is immediately smitten by her and kidnaps her, takes her back to his estate and holds her captive. He gives her 365 days to fall in love with him.Incredibly bad: weak story, dull and wafer-thin plot. Doesn't work on any level.Not sure who the target audience is. If you want a good story, there isn't much of a plot. If you want a good gangster/crime drama, that element takes up maybe 5-10% of the movie. If you want a romantic drama: what part of a woman being kidnapped by a knuckle-headed hoodlum and yet somehow falling in love with him is romantic, or even plausible? If you want an erotic drama, this will only work if you're a teenager and/or you don't have access to the internet.I assume this was made to cash in on the inexplicable success of Fifty Shades of Grey. On that note, as bad as Fifty Shades of Grey is, 365 Days makes that look like a masterpiece."
94,One star for the movie's generous amount of pretty fun unintentionally comical sex scenes. And Michele Morrone please stop singing.
95,"I know that bunch of people like because they are fans of the actors or from marketing team. But in this case it is opposite because of Rhea, people gave it less rating. This movie is not a 10/10, but it's not 1/10 either. After watching this movie with very detailed focus I give this a 8/10 rating. I think this movie is a nice decent watch. Rhea's acting was little off, but every others acting was brilliant."
96,"EDIT: 3rd September 2021, IMDB ratings of this film stand at 7.2! SSR bots are probably burning somewhere in hell xDDDD!!First of all, i would request IMDB to remove these ssr fans reviews from their site as they are basically baseless ones (such immature stuff happens only in India)... well if you are mature enough you will review the film only after watchingNow coming to the film. The first half is quite tensed and interesting. You already know from the trailer that Emraan must have committed a crime hence all this drama still you would like to know how things proceed and what exactly he did to deserve this fate. Tensed and interesting conversations , thanks to an earnest starcast makes the convos interesting.The 2nd half is where the film becomes ordinary. Emraan's past reminds of his regular cassanova films with betrayal. And that past too is not a good one. Hence the 2nd half is a miss!Amitabh, Emraan, Dhritiman, Anu and Raghubir...these 5 legends make sure that the present part is watchable and interesting! Rhea plays a rather mysterious complex character and she's decent (at the least i would say..ok).Overall, a film that you can give a shot at (if you are not one of those immature ssr nibba-nibbi fan base member). Remember, the 2nd half is a little dissapointing but i think the overall film can be watched for it's performances and an interesting mock court sequence."
97,"Stuck in bad weather, hero seeks refuge in a house inhabited by 4 elderly men. They decide to play a game with him wherein they allege that he has murdered his boss n usurped his position. Hero is flummoxed and desperately tries to uphold his innocence but is unable to do so. What happens next? The premise is interesting but the narration isn't riveting. Too much time is lost before the story actually commences. Performances r good. Bachchan speaks very well, but he speaks too much. Running time needs to be reduced by 25 minutes. #Chehre rating 2.5/5."
98,"Four friends cum erstwhile court officials comprising a public prosecutor, defence lawyer, judge and an executioner, regroup at a heritage mansion in an isolated hill station. Reenacting mock trials on stranded strangers who seek refuge in their spooky house happens to be their favorite pastime. The game's fun until things get serious.Delhi bound ad agency chief Sameer Mehra (Emraan Hashmi) runs into the four gentlemen when he is compelled to spend the night at the house owing to extreme weather. He gets acquainted with the law veterans who are happy to host him. Amitabh Bachchan is the public prosecutor, Annu Kapoor is the defence lawyer, Dhritiman Chatterjee plays the judge and Raghubir Yadav the executioner. An unblinking Rhea Chakraborty who breaks into creepy bouts of laughter is Anna, the mansion's mysterious housekeeper-painter.Small talk and a brief drinking session later, Sameer eases into the senior citizen's club and agrees to indulge in the courtroom game coined by the four veterans. He finds it amusing until they accuse him of killing his boss and taking his position in the agency. The trial begins and the unravelling of Sameer's case forms the story. Will he be convicted or acquitted ?Ranjit Kapoor's story is inspired from Swiss writer Friedrich Dürrenmatt's acclaimed novel 'A Dangerous Game' and is very interesting and unique. Ranjit Kapoor and Rumy Jafry's screenplay is effective for most parts, especially in the first half.Chehre begins on a great note. Amitabh Bachchan's entry is clap worthy. The exchange of dialogues here is very smooth and convincing. The way Lateef manages to conclude that Sameer is a culprit through the power of his observation and experience of asking the correct questions keeps the interest going. The intermission point is shocking. The second half starts on an interesting note. The flashback of Sameer and Natasha (Krystle Dsouza) is refreshing as it gives audiences a break from the four-walls of the mansion where the film is set. Initially, it is captivating but towards the end of the flashback, the film becomes predictable. The twist in the very final scene of the film is quite impressive and helps the film to end on a fine note.Speaking of performances, Amitabh Bachchan as usual is excellent and suits the part. His dialogue-delivery is obviously commendable but he's very impressive in the scenes where he's simply observing and planning his next wise move. Emraan Hashmi is the surprise of the film. He has always been a great performer but here, he steals the show and stands up in front of the veteran actors. Also, he looks quite dashing. Annu Kapoor is dependable as always and its funny how he pronounces certain words and terms. Dhritiman Chatterjee has limited dialogues but leaves a mark. Raghubir Yadav has a unique look and adds to the madness, especially at the intermission point. Krystle Dsouza is another surprise of the film. Rhea Chakraborty (Anna) has an important part and initially, she appears a bit caricaturish. But then it becomes clear that her character is a bit mentally unstable. She is memorable in two scenes - one, where she almost stabs Emraan, and two, when Emraan asks her for the keys. Siddhant Kapoor (Joe) has no dialogues but speaks through his eyes. Samir Soni looks dull while Alexx O'Nell (Richard) gets no scope.Overall, Chehre is a engrossing movie with solid performances given by it's starcast."
99,"Flipping through that many critical scrutinies, I was preparing myself for nothing but another disappointment. Following my two hours spent with this execution, now I can tell with much certainty that my presumption was only half right.To start with; the set-up, the all-around ambiance is relatively straightforward and explicit with their motivations and purposes. The creators knew what they needed to accomplish, and they successfully did so up until the third act's commencement. Unfortunately for them, thereupon, everything had gone downhill.The primary justification for its eventual downfall is directly correlated to the Script's inability to uphold the rhythm, the momentum it was building up to, until the finale begins to take place. Just goes to show, how much important it is to wrap up on a decisive note. The closure is as crucial as the initiation!Speaking of performances, those are nice. Nothing out of the ordinary, but each member of the cast did their job with utmost commitment and sincerity. Amongst them, needless to say; Mr. Bacchan stands out the most and on the other end, Emraan Hashmi again showcases his capability to be able to play all kinds of personalities.At the end of the day, their goals might have been naive, unearthing the loopholes of our country's judiciary or the protocols themselves; but the way all that has been dealt with, it just doesn't quite hit the mark. Don't get me wrong, the underlying subtext holds grave significance and mustn't be disregarded but the timing wasn't relevant nor the strategy the film had seemingly taken in regards to that particular aspect."
